source_doc_id,source_url,source_path,一级分类,二级分类,三级分类,接口中文名称,接口英文名 / API 名称,接口描述,权限要求原文,最低积分要求,当前5000积分是否可用,每分钟调用限制,每日调用限制,单次最大返回条数,输入参数,输出参数,是否属于基础数据,是否属于行情数据,是否属于财务数据,是否属于新闻/资讯/舆情数据,是否属于资金流/资金面数据,是否属于股东/解禁/龙虎榜/公告等事件数据,是否适合作为TradingAgents-astock数据源替换候选,可替换当前TradingAgents哪类函数或数据主题,备注
459,https://tushare.pro/document/2?doc_id=459,债券专题 > 可转债十大持有人,债券专题,,,可转债十大持有人,top10_cb_holders,获取可转债前十大持有人,限量：单次最大3000条，可根据代码或日期循环提取；积分：需要5000积分可以调取，具体请参阅 积分获取办法,5000,5000积分可用,,,3000,"ts_code(类型:str,必选:Y):TS代码，支持多值输入，如110059.SH,110060.SH | period(类型:str,必选:N):报告期（YYYYMMDD格式，年中和年报日期，如20240630,20251231） | start_date(类型:str,必选:N):报告期开始日期 | end_date(类型:str,必选:N):报告期结束日期",ts_code(类型:str):转债代码 | end_date(类型:str):报告期 | holder_rank(类型:int):持有排名 | holder_name(类型:str):持有人名称 | hold_amount(类型:float):持有数量(万张) | hold_ratio(类型:float):持有比例(%),否,否,否,否,否,否,否,,分类由标题/API名推断
19,https://tushare.pro/document/2?doc_id=19,公募基金 > 公募基金列表,公募基金,,,公募基金列表,fund_basic,获取公募基金数据列表，包括场内和场外基金,积分：用户需要2000积分才可以调取，单次最大可以提取15000条数据，5000积分以上权限更高，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):基金代码 | market(类型:str,必选:N):交易市场: E场内 O场外（默认E） | status(类型:str,必选:N):存续状态 D摘牌 I发行 L上市中",ts_code(类型:str):基金代码 | name(类型:str):简称 | management(类型:str):管理人 | custodian(类型:str):托管人 | fund_type(类型:str):投资类型 | found_date(类型:str):成立日期 | due_date(类型:str):到期日期 | list_date(类型:str):上市时间 | issue_date(类型:str):发行日期 | delist_date(类型:str):退市日期 | issue_amount(类型:float):发行份额(亿) | m_fee(类型:float):管理费 | c_fee(类型:float):托管费 | duration_year(类型:float):存续期 | p_value(类型:float):面值 | min_amount(类型:float):起点金额(万元) | exp_return(类型:float):预期收益率 | benchmark(类型:str):业绩比较基准 | status(类型:str):存续状态D摘牌 I发行 L已上市 | invest_type(类型:str):投资风格 | type(类型:str):基金类型 | trustee(类型:str):受托人 | purc_startdate(类型:str):日常申购起始日 | redm_startdate(类型:str):日常赎回起始日 | market(类型:str):E场内O场外,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
118,https://tushare.pro/document/2?doc_id=118,公募基金 > 公募基金公司,公募基金,,,公募基金公司,fund_company,获取公募基金管理人列表,积分：用户需要1500积分才可以调取，一次可以提取全部数据。具体请参阅 积分获取办法,1500,5000积分可用,,,,name(类型:str):基金公司名称 | shortname(类型:str):简称 | short_enname(类型:str):英文缩写 | province(类型:str):省份 | city(类型:str):城市 | address(类型:str):注册地址 | phone(类型:str):电话 | office(类型:str):办公地址 | website(类型:str):公司网址 | chairman(类型:str):法人代表 | manager(类型:str):总经理 | reg_capital(类型:float):注册资本 | setup_date(类型:str):成立日期 | end_date(类型:str):公司终止日期 | employees(类型:float):员工总数 | main_business(类型:str):主要产品及业务 | org_code(类型:str):组织机构代码 | credit_code(类型:str):统一社会信用代码,name(类型:str):基金公司名称 | shortname(类型:str):简称 | short_enname(类型:str):英文缩写 | province(类型:str):省份 | city(类型:str):城市 | address(类型:str):注册地址 | phone(类型:str):电话 | office(类型:str):办公地址 | website(类型:str):公司网址 | chairman(类型:str):法人代表 | manager(类型:str):总经理 | reg_capital(类型:float):注册资本 | setup_date(类型:str):成立日期 | end_date(类型:str):公司终止日期 | employees(类型:float):员工总数 | main_business(类型:str):主要产品及业务 | org_code(类型:str):组织机构代码 | credit_code(类型:str):统一社会信用代码,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
119,https://tushare.pro/document/2?doc_id=119,公募基金 > 公募基金净值,公募基金,,,公募基金净值,fund_nav,获取公募基金净值数据,积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"ts_code(类型:str,必选:N):TS基金代码 （二选一） | nav_date(类型:str,必选:N):净值日期 （二选一） | market(类型:str,必选:N):E场内 O场外 | start_date(类型:str,必选:N):净值开始日期 | end_date(类型:str,必选:N):净值结束日期",ts_code(类型:str):TS代码 | ann_date(类型:str):公告日期 | nav_date(类型:str):净值日期 | unit_nav(类型:float):单位净值 | accum_nav(类型:float):累计净值 | accum_div(类型:float):累计分红 | net_asset(类型:float):资产净值 | total_netasset(类型:float):合计资产净值 | adj_nav(类型:float):复权单位净值,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
120,https://tushare.pro/document/2?doc_id=120,公募基金 > 公募基金分红,公募基金,,,公募基金分红,fund_div,获取公募基金分红数据,积分：用户需要至少400积分才可以调取，具体请参阅 积分获取办法,400,5000积分可用,,,,"ann_date(类型:str,必选:N):公告日（以下参数四选一） | ex_date(类型:str,必选:N):除息日 | pay_date(类型:str,必选:N):派息日 | ts_code(类型:str,必选:N):基金代码",ts_code(类型:str):TS代码 | ann_date(类型:str):公告日期 | imp_anndate(类型:str):分红实施公告日 | base_date(类型:str):分配收益基准日 | div_proc(类型:str):方案进度 | record_date(类型:str):权益登记日 | ex_date(类型:str):除息日 | pay_date(类型:str):派息日 | earpay_date(类型:str):收益支付日 | net_ex_date(类型:str):净值除权日 | div_cash(类型:float):每股派息(元) | base_unit(类型:float):基准基金份额(万份) | ear_distr(类型:float):可分配收益(元) | ear_amount(类型:float):收益分配金额(元) | account_date(类型:str):红利再投资到账日 | base_year(类型:str):份额基准年度,否,否,否,否,否,是,否,,分类来自总览页链接或显式目录映射
121,https://tushare.pro/document/2?doc_id=121,公募基金 > 公募基金持仓数据,公募基金,,,公募基金持仓数据,fund_portfolio,获取公募基金持仓数据，季度更新,积分：5000积分以上每分钟请求200次，8000积分以上每分钟请求500次，具体请参阅 积分获取办法,5000,5000积分可用,200,,,"ts_code(类型:str,必选:N):基金代码 (ts_code,ann_date,period至少输入一个参数) | symbol(类型:str,必选:N):股票代码 | ann_date(类型:str,必选:N):公告日期（YYYYMMDD格式） | period(类型:str,必选:N):季度（每个季度最后一天的日期，比如20131231表示2013年年报） | start_date(类型:str,必选:N):报告期开始日期（YYYYMMDD格式） | end_date(类型:str,必选:N):报告期结束日期（YYYYMMDD格式）",ts_code(类型:str):TS基金代码 | ann_date(类型:str):公告日期 | end_date(类型:str):截止日期 | symbol(类型:str):股票代码 | mkv(类型:float):持有股票市值(元) | amount(类型:float):持有股票数量（股） | stk_mkv_ratio(类型:float):占股票市值比 | stk_float_ratio(类型:float):占流通股本比例,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
199,https://tushare.pro/document/2?doc_id=199,公募基金 > 基金复权因子,公募基金,,,基金复权因子,fund_adj,获取基金复权因子，用于计算基金复权行情,限量：单次最大提取2000行记录，可循环提取，数据总量不限制；积分：用户积600积分可调取，超过5000积分以上频次相对较高。具体请参阅 积分获取办法,600,5000积分可用,,,2000,"ts_code(类型:str,必选:N):TS基金代码（支持多只基金输入） | trade_date(类型:str,必选:N):交易日期（格式：yyyymmdd，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | offset(类型:str,必选:N):开始行数 | limit(类型:str,必选:N):最大行数",ts_code(类型:str):ts基金代码 | trade_date(类型:str):交易日期 | adj_factor(类型:float):复权因子,否,是,否,否,否,否,否,,分类由API名前缀推断
207,https://tushare.pro/document/2?doc_id=207,公募基金 > 基金规模数据,公募基金,,,基金规模数据,fund_share,获取基金规模数据，包含上海和深圳ETF基金,限量：单次最大提取2000行数据；积分：用户需要至少2000积分可以调取，5000积分以上频次较高，具体请参阅 积分获取办法,2000,5000积分可用,,,2000,"ts_code(类型:str,必选:N):TS基金代码 | trade_date(类型:str,必选:N):交易日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | market(类型:str,必选:N):市场代码（SH上交所 ，SZ深交所）",ts_code(类型:str):基金代码，支持多只基金同时提取，用逗号分隔 | trade_date(类型:str):交易（变动）日期，格式YYYYMMDD | fd_share(类型:float):基金份额（万）,否,否,否,否,否,否,否,,分类由API名前缀推断
208,https://tushare.pro/document/2?doc_id=208,公募基金 > 基金经理,公募基金,,,基金经理,fund_manager,获取公募基金经理数据，包括基金经理简历等数据,限量：单次最大5000，支持分页提取数据；积分：用户有500积分可获取数据，2000积分以上可以提高访问频次,500,5000积分可用,,,,"ts_code(类型:str,必选:N):基金代码，支持多只基金，逗号分隔 | ann_date(类型:str,必选:N):公告日期，格式：YYYYMMDD | name(类型:str,必选:N):基金经理姓名 | offset(类型:intint,必选:N):开始行数 | limit(类型:int,必选:N):每页行数",ts_code(类型:str):基金代码 | ann_date(类型:str):公告日期 | name(类型:str):基金经理姓名 | gender(类型:str):性别 F:女 M:男 | birth_year(类型:str):出生年份 | edu(类型:str):学历 | nationality(类型:str):国籍 | begin_date(类型:str):任职日期 | end_date(类型:str):离任日期 | resume(类型:str):简历,否,否,否,否,否,否,否,,分类由API名前缀推断
265,https://tushare.pro/document/2?doc_id=265,公募基金 > 各渠道公募基金销售保有规模占比,公募基金,,,各渠道公募基金销售保有规模占比,fund_sales_ratio,获取各渠道公募基金销售保有规模占比数据，年度更新,限量：单次最大100行数据，数据从2015年开始公布，当前数据量很小,,权限未标明,,,100,"年份(类型:str,必选:N):年度",year(类型:int):年度 | bank(类型:float):商业银行（%） | sec_comp(类型:float):证券公司（%） | fund_comp(类型:float):基金公司直销（%） | indep_comp(类型:float):独立基金销售机构（%） | rests(类型:float):其他（%）,否,否,否,否,否,否,否,,分类由API名前缀推断
266,https://tushare.pro/document/2?doc_id=266,公募基金 > 销售机构公募基金销售保有规模,公募基金,,,销售机构公募基金销售保有规模,fund_sales_vol,获取销售机构公募基金销售保有规模数据，本数据从2021年Q1开始公布，季度更新,限量：单次最大500行数据，目前总量只有100行，未来随着数据量增加会提高上限,,权限未标明,,,500,"year(类型:str,必选:N):年度 | quarter(类型:str,必选:N):季度 | name(类型:str,必选:N):机构名称",year(类型:int):年度 | quarter(类型:str):季度 | inst_name(类型:str):销售机构 | fund_scale(类型:float):股票+混合公募基金保有规模（亿元） | scale(类型:float):非货币市场公募基金保有规模（亿元） | rank(类型:int):排名,否,否,否,否,否,否,否,,分类由API名前缀推断
359,https://tushare.pro/document/2?doc_id=359,公募基金 > 场内基金技术因子(专业版),公募基金,,,场内基金技术因子(专业版),fund_factor_pro,获取场内基金每日技术面因子数据，用于跟踪场内基金当前走势情况，数据由Tushare社区自产，覆盖全历史；输出参数_bfq表示不复权，描述中说明了因子的默认传参，如需要特殊参数或者更多因子可以联系管理员评估,限量：单次最大8000；积分：5000积分每分钟可以请求30次，8000积分以上每分钟500次,5000,5000积分可用,30,,,"ts_code(类型:str,必选:N):基金代码 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | trade_date(类型:str,必选:N):交易日期","ts_code(类型:str,必选:N):基金代码 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | trade_date(类型:str,必选:N):交易日期",否,是,否,否,否,否,否,,分类由API名前缀推断
178,https://tushare.pro/document/2?doc_id=178,外汇数据 > 外汇基础信息（海外）,外汇数据,,,外汇基础信息（海外）,fx_obasic,获取海外外汇基础信息，目前只有FXCM交易商的数据,数量：单次可提取全部数据；积分：用户需要至少2000积分才可以调取，具体请参阅 积分获取办法,2000,5000积分可用,,,,"exchange(类型:str,必选:N):交易商 | classify(类型:str,必选:N):分类 | ts_code(类型:str,必选:N):TS代码",ts_code(类型:str):外汇代码 | name(类型:str):名称 | classify(类型:str):分类 | exchange(类型:str):交易商 | min_unit(类型:float):最小交易单位 | max_unit(类型:float):最大交易单位 | pip(类型:float):点 | pip_cost(类型:float):点值 | traget_spread(类型:float):目标差价 | min_stop_distance(类型:float):最小止损距离（点子） | trading_hours(类型:str):交易时间 | break_time(类型:str):休市时间,是,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
