source_doc_id,source_url,source_path,一级分类,二级分类,三级分类,接口中文名称,接口英文名 / API 名称,接口描述,权限要求原文,最低积分要求,当前5000积分是否可用,每分钟调用限制,每日调用限制,单次最大返回条数,输入参数,输出参数,是否属于基础数据,是否属于行情数据,是否属于财务数据,是否属于新闻/资讯/舆情数据,是否属于资金流/资金面数据,是否属于股东/解禁/龙虎榜/公告等事件数据,是否适合作为TradingAgents-astock数据源替换候选,可替换当前TradingAgents哪类函数或数据主题,备注
220,https://tushare.pro/document/2?doc_id=220,美股数据 > 国债实际收益率曲线利率,美股数据,,,国债实际收益率曲线利率,us_trycr,国债实际收益率曲线利率,限量：单次最大可获取2000行数据，可循环获取；权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅 积分获取办法,120,5000积分可用,,,2000,"date(类型:str,必选:N):日期 （YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | fields(类型:str,必选:N):指定输出字段",date(类型:str):日期 | y5(类型:float):5年期 | y7(类型:float):7年期 | y10(类型:float):10年期 | y20(类型:float):20年期 | y30(类型:float):30年期,否,否,否,否,否,否,否,,分类由标题/API名推断
221,https://tushare.pro/document/2?doc_id=221,美股数据 > 短期国债利率,美股数据,,,短期国债利率,us_tbr,获取美国短期国债利率数据,限量：单次最大可获取2000行数据，可循环获取；权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅 积分获取办法,120,5000积分可用,,,2000,"date(类型:str,必选:N):日期 | start_date(类型:str,必选:N):开始日期(YYYYMMDD格式) | end_date(类型:str,必选:N):结束日期 | fields(类型:str,必选:N):指定输出字段(e.g. fields='w4_bd,w52_ce')",date(类型:str):日期 | w4_bd(类型:float):4周银行折现收益率 | w4_ce(类型:float):4周票面利率 | w8_bd(类型:float):8周银行折现收益率 | w8_ce(类型:float):8周票面利率 | w13_bd(类型:float):13周银行折现收益率 | w13_ce(类型:float):13周票面利率 | w17_bd(类型:float):17周银行折现收益率（数据从20221019开始） | w17_ce(类型:float):17周票面利率（数据从20221019开始） | w26_bd(类型:float):26周银行折现收益率 | w26_ce(类型:float):26周票面利率 | w52_bd(类型:float):52周银行折现收益率 | w52_ce(类型:float):52周票面利率,否,否,否,否,否,否,否,,分类由标题/API名推断
222,https://tushare.pro/document/2?doc_id=222,美股数据 > 国债长期利率,美股数据,,,国债长期利率,us_tltr,国债长期利率,限量：单次最大可获取2000行数据，可循环获取；权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅 积分获取办法,120,5000积分可用,,,2000,"date(类型:str,必选:N):日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | fields(类型:str,必选:N):指定字段",date(类型:str):日期 | ltc(类型:float):收益率 LT COMPOSITE (>10 Yrs) | cmt(类型:float):20年期CMT利率(TREASURY 20-Yr CMT) | e_factor(类型:float):外推因子EXTRAPOLATION FACTOR,否,否,否,否,否,否,否,,分类由标题/API名推断
223,https://tushare.pro/document/2?doc_id=223,美股数据 > 国债实际长期利率平均值,美股数据,,,国债实际长期利率平均值,us_trltr,国债实际长期利率平均值,限量：单次最大可获取2000行数据，可循环获取；权限：用户积累120积分可以使用，积分越高频次越高。具体请参阅 积分获取办法,120,5000积分可用,,,2000,"date(类型:str,必选:N):日期 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期 | fields(类型:str,必选:N):指定字段",date(类型:str):日期 | ltr_avg(类型:float):实际平均利率LT Real Average (10> Yrs),否,否,否,否,否,否,否,,分类由标题/API名推断
252,https://tushare.pro/document/2?doc_id=252,美股数据 > 美股列表,美股数据,,,美股列表,us_basic,获取美股列表信息,限量：单次最大6000，可分页提取；积分：120积分可以试用，5000积分有正式权限,120,5000积分可用,,,,"ts_code(类型:str,必选:N):股票代码 | classify(类型:str,必选:N):股票分类 | offset(类型:str,必选:N):开始行数 | limit(类型:str,必选:N):每页最大行数",ts_code(类型:str):美股代码 | name(类型:str):中文名称 | enname(类型:str):英文名称 | classify(类型:str):分类ADR/GDR/EQ | list_date(类型:str):上市日期 | delist_date(类型:str):退市日期,否,否,否,否,否,否,否,,分类来自总览页链接或显式目录映射
331,https://tushare.pro/document/2?doc_id=331,股票数据 > 两融及转融通 > 转融资交易汇总,股票数据,两融及转融通,,转融资交易汇总,slb_len,转融通融资汇总,限量：单次最大可以提取5000行数据，可循环获取所有历史；积分：2000积分每分钟请求200次，5000积分500次请求,2000,5000积分可用,500,,,"trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期 | ob(类型:float):期初余额(亿元) | auc_amount(类型:float):竞价成交金额(亿元) | repo_amount(类型:float):再借成交金额(亿元) | repay_amount(类型:float):偿还金额(亿元) | cb(类型:float):期末余额(亿元),否,否,否,否,是,否,否,,分类来自总览页链接或显式目录映射
332,https://tushare.pro/document/2?doc_id=332,股票数据 > 两融及转融通 > 转融券交易汇总,股票数据,两融及转融通,,转融券交易汇总,slb_sec,转融通转融券交易汇总,限量：单次最大可以提取5000行数据，可循环获取所有历史；积分：2000积分每分钟请求200次，5000积分500次请求,2000,5000积分可用,500,,,"trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | ts_code(类型:str,必选:N):股票代码 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期（YYYYMMDD） | ts_code(类型:str):股票代码 | name(类型:str):股票名称 | ope_inv(类型:float):期初余量(万股) | lent_qnt(类型:float):转融券融出数量(万股) | cls_inv(类型:float):期末余量(万股) | end_bal(类型:float):期末余额(万元),否,否,否,否,是,否,否,,分类来自总览页链接或显式目录映射
333,https://tushare.pro/document/2?doc_id=333,股票数据 > 两融及转融通 > 转融券交易明细,股票数据,两融及转融通,,转融券交易明细,slb_sec_detail,转融券交易明细,限量：单次最大可以提取5000行数据，可循环获取所有历史；积分：2000积分每分钟请求200次，5000积分500次请求,2000,5000积分可用,500,,,"trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | ts_code(类型:str,必选:N):股票代码 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期（YYYYMMDD） | ts_code(类型:str):股票代码 | name(类型:str):股票名称 | tenor(类型:str):期 限(天) | fee_rate(类型:float):融出费率(%) | lent_qnt(类型:float):转融券融出数量(万股),否,否,否,否,是,否,否,,分类来自总览页链接或显式目录映射
334,https://tushare.pro/document/2?doc_id=334,股票数据 > 两融及转融通 > 做市借券交易汇总,股票数据,两融及转融通,,做市借券交易汇总,slb_len_mm,做市借券交易汇总,限量：单次最大可以提取5000行数据，可循环获取所有历史；积分：2000积分每分钟请求200次，5000积分500次请求,2000,5000积分可用,500,,,"trade_date(类型:str,必选:N):交易日期（YYYYMMDD格式，下同） | ts_code(类型:str,必选:N):股票代码 | start_date(类型:str,必选:N):开始日期 | end_date(类型:str,必选:N):结束日期",trade_date(类型:str):交易日期（YYYYMMDD） | ts_code(类型:str):股票代码 | name(类型:str):股票名称 | ope_inv(类型:float):期初余量(万股) | lent_qnt(类型:float):融出数量(万股) | cls_inv(类型:float):期末余量(万股) | end_bal(类型:float):期末余额(万元),否,否,否,否,是,否,否,,分类来自总览页链接或显式目录映射
61,https://tushare.pro/document/2?doc_id=61,股票数据 > 其他/未在总览页定位 > 前十大股东,股票数据,其他/未在总览页定位,,前十大股东,top10_holders,获取上市公司前十大股东数据，包括持有数量和比例等信息,积分：需2000积分以上才可以调取本接口，5000积分以上频次会更高,2000,5000积分可用,,,,"ts_code(类型:str,必选:Y):TS代码 | period(类型:str,必选:N):报告期（YYYYMMDD格式，一般为每个季度最后一天） | ann_date(类型:str,必选:N):公告日期 | start_date(类型:str,必选:N):报告期开始日期 | end_date(类型:str,必选:N):报告期结束日期",ts_code(类型:str):TS股票代码 | ann_date(类型:str):公告日期 | end_date(类型:str):报告期 | holder_name(类型:str):股东名称 | hold_amount(类型:float):持有数量（股） | hold_ratio(类型:float):占总股本比例(%) | hold_float_ratio(类型:float):占流通股本比例(%) | hold_change(类型:float):持股变动 | holder_type(类型:str):股东类型,否,否,否,否,否,是,是,a_stock.get_insider_transactions；股东人数/股东增减持/十大股东,分类未能从总览页确认，按股票数据暂归类
62,https://tushare.pro/document/2?doc_id=62,股票数据 > 其他/未在总览页定位 > 前十大流通股东,股票数据,其他/未在总览页定位,,前十大流通股东,top10_floatholders,获取上市公司前十大流通股东数据,积分：需2000积分以上才可以调取本接口，5000积分以上频次会更高,2000,5000积分可用,,,,"ts_code(类型:str,必选:Y):TS代码 | period(类型:str,必选:N):报告期（YYYYMMDD格式，一般为每个季度最后一天） | ann_date(类型:str,必选:N):公告日期 | start_date(类型:str,必选:N):报告期开始日期 | end_date(类型:str,必选:N):报告期结束日期",ts_code(类型:str):TS股票代码 | ann_date(类型:str):公告日期 | end_date(类型:str):报告期 | holder_name(类型:str):股东名称 | hold_amount(类型:float):持有数量（股） | hold_ratio(类型:float):占总股本比例(%) | hold_float_ratio(类型:float):占流通股本比例(%) | hold_change(类型:float):持股变动 | holder_type(类型:str):股东类型,否,否,否,否,否,是,是,a_stock.get_insider_transactions；股东人数/股东增减持/十大股东,分类未能从总览页确认，按股票数据暂归类
113,https://tushare.pro/document/2?doc_id=113,股票数据 > 其他/未在总览页定位 > 电影月度票房,股票数据,其他/未在总览页定位,,电影月度票房,bo_monthly,获取电影月度票房数据,数据权限：用户需要至少500积分才可以调取，具体请参阅 积分获取办法,500,5000积分可用,,,,"date(类型:str,必选:Y):日期（每月1号，格式YYYYMMDD）",date(类型:str):日期 | name(类型:str):影片名称 | list_date(类型:str):上映日期 | avg_price(类型:float):平均票价 | month_amount(类型:float):当月票房（万） | list_day(类型:int):月内天数 | p_pc(类型:int):场均人次 | wom_index(类型:float):口碑指数 | m_ratio(类型:float):月度占比（%） | rank(类型:int):排名,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
114,https://tushare.pro/document/2?doc_id=114,股票数据 > 其他/未在总览页定位 > 电影周度票房,股票数据,其他/未在总览页定位,,电影周度票房,bo_weekly,获取周度票房数据,数据权限：用户需要至少500积分才可以调取，具体请参阅 积分获取办法,500,5000积分可用,,,,"date(类型:str,必选:Y):日期（每周一日期，格式YYYYMMDD）",date(类型:str):日期 | name(类型:str):影片名称 | avg_price(类型:float):平均票价 | week_amount(类型:float):当周票房（万） | total(类型:float):累计票房（万） | list_day(类型:int):上映天数 | p_pc(类型:int):场均人次 | wom_index(类型:float):口碑指数 | up_ratio(类型:float):环比变化 （%） | rank(类型:int):排名,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
115,https://tushare.pro/document/2?doc_id=115,股票数据 > 其他/未在总览页定位 > 电影日度票房,股票数据,其他/未在总览页定位,,电影日度票房,bo_daily,获取电影日度票房,数据权限：用户需要至少500积分才可以调取，具体请参阅 积分获取办法,500,5000积分可用,,,,"date(类型:str,必选:Y):日期 （格式YYYYMMDD）",date(类型:str):日期 | name(类型:str):影片名称 | avg_price(类型:float):平均票价 | day_amount(类型:float):当日票房（万） | total(类型:float):累计票房（万） | list_day(类型:int):上映天数 | p_pc(类型:int):场均人次 | wom_index(类型:float):口碑指数 | up_ratio(类型:float):环比变化 （%） | rank(类型:int):排名,否,否,否,否,否,否,否,,分类未能从总览页确认，按股票数据暂归类
